audio_path,species,duration_s,has_annotation
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240615_120254.wav,sb,23.127074829931974,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240615_120326.wav,sb,16.648707482993196,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240615_120341.wav,sb,31.950657596371883,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240615_120412.wav,sb,25.21687074829932,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240615_120621.wav,sb,31.579138321995465,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240615_121122.wav,sb,30.278820861678003,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240615_121321.wav,sb,31.045079365079363,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240615_121412.wav,sb,30.812879818594105,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240615_121441.wav,sb,30.093061224489794,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240615_121510.wav,sb,30.37170068027211,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240615_121616.wav,sb,29.90730158730159,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240615_121646.wav,sb,30.046621315192745,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240615_121716.wav,sb,30.232380952380954,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240615_121819.wav,sb,30.162721088435376,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240618_065834.wav,sb,30.522630385487528,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240805_154812.wav,sb,5.317369614512471,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240805_155025.wav,sb,18.738503401360543,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240818_062108.wav,sb,42.44607709750567,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240818_062153.wav,sb,18.808163265306124,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240818_062219.wav,sb,43.90893424036281,True
