split,grabación,clase,score,inicio,fin,f mín (Hz),f máx (Hz),duración (s),banda (Hz),compatible,hueco a su clase (s),raw_estado,raw_clase,raw_call
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070524.wav,sb/spc,0.3380489647388458,30.267015,30.398195,25.000000000000068,12997.36887999903,0.13117933,12972.36887999903,True,inf,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070524.wav,sb/spc,0.2460666000843048,30.3725,30.516453,25.000000000000068,13899.039938827591,0.14395308,13874.039938827591,True,inf,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070524.wav,sb/spc,0.22052903473377228,30.955914,31.082956,25.000000000000068,15635.24467282252,0.12704265,15610.24467282252,True,inf,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070524.wav,sb/ppc,0.26408860087394714,35.859154,36.0,7547.1208483626615,12920.791301845045,0.14084744,5373.670453482384,True,4.382850646972656,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070524.wav,sb/ppc,0.2126685231924057,41.764282,41.995804,7877.122042942967,12819.919927835595,0.2315222,4942.797884892629,True,1.0892868041992188,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070524.wav,sb/spc,0.11446786671876907,43.71363,44.0167,188.40299946146638,15533.212604870276,0.30307013,15344.80960540881,True,inf,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070524.wav,sb/spc,0.11702538281679153,43.718086,44.00716,177.57668783394308,15449.999752771544,0.28907418,15272.4230649376,True,inf,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070524.wav,sb/ppc,0.11564969271421432,43.721153,43.913,6248.0873278241415,7631.210520922862,0.19184683,1383.1231930987205,False,3.0461578369140625,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070524.wav,sb/ppc,0.12285928428173065,44.198204,44.29017,6229.5843305108,9662.16853317537,0.0919649,3432.5842026645705,True,3.5232086181640625,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070524.wav,sb/ppc,0.1443432718515396,45.570995,45.691883,6085.773173378029,11621.309976341687,0.12088609,5535.5368029636575,True,4.895999908447266,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070612.wav,sb/ppc,0.5505794882774353,6.34324,6.875306,8360.311925713373,13127.316498082575,0.5320666,4767.004572369202,True,4.7413835525512695,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070612.wav,sb/spc,0.140403613448143,11.8082905,11.922482,72.14843435297612,19562.42261089266,0.11419129,19490.274176539682,True,0.7834033966064453,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070612.wav,sb/ppc,0.18864373862743378,13.736733,13.904127,3234.196129777494,7271.853571545875,0.16739345,4037.6574417683805,True,0.07292842864990234,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070612.wav,sb/ppc,0.15747059881687164,15.683574,15.814733,3507.028534519466,9697.35618902425,0.13115859,6190.327654504785,True,0.45931148529052734,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070612.wav,sb/spc,0.4892556369304657,17.098558,17.344738,206.02588210812647,18058.018214234995,0.24617922,17851.99233212687,True,1.2445526123046875,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070612.wav,sb/spc,0.35465338826179504,17.102995,17.340172,179.04017534079276,20284.509671544234,0.23717666,20105.46949620344,True,1.2489891052246094,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070612.wav,sb/sc,0.5312559604644775,21.144356,21.676325,3179.4274642143855,14093.095172061421,0.53197,10913.667707847035,True,inf,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070612.wav,sb/ppc,0.4450899660587311,30.824507,30.976252,7237.332061358015,13393.4315278447,0.15174347,6156.099466486684,True,5.6405029296875,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070612.wav,sb/spc,0.6026552319526672,33.17279,33.369278,117.22443979840484,19433.056840264122,0.19648638,19315.83240046572,True,1.4897651672363281,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070612.wav,sb/spc,0.5809987783432007,33.176834,33.37572,86.30293439189158,18404.251404035025,0.19888651,18317.948469643132,True,1.4833221435546875,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070612.wav,sb/spc,0.1281627118587494,35.941303,36.063675,575.1986645044561,15120.946878925502,0.122373104,14545.748214421046,True,0.5583763122558594,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070612.wav,sb/ppc,0.1595311313867569,35.964108,36.0,9375.607331000903,12888.855555666496,0.035892606,3513.2482246655927,False,0.6540985107421875,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070612.wav,sb/spc,0.29147252440452576,37.826744,38.000565,498.02963401457083,14011.394949711283,0.1738236,13513.365315696712,True,2.443817138671875,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070612.wav,sm/cc,0.1615978479385376,43.49453,43.63385,899.9976946191405,5921.066705747938,0.1393193,5021.069011128797,False,inf,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070612.wav,sm/cc,0.36208298802375793,44.818226,44.990047,984.8949254984749,3099.2508624699713,0.17181909,2114.3559369714962,True,inf,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070612.wav,sb/spc,0.25321540236473083,45.254547,45.633026,151.23216025201944,17105.032202234564,0.37847757,16953.800041982544,False,0.02367401123046875,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070612.wav,sb/spc,0.33998799324035645,46.51845,46.699547,25.000000000000068,17690.55401072739,0.18109377,17665.55401072739,True,0.7365341186523438,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070612.wav,sb/spc,0.37773367762565613,48.596237,48.996246,738.2194894428069,12935.454058012912,0.4000066,12197.234568570106,False,0.9003982543945312,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070612.wav,sb/spc,0.17145852744579315,48.60237,48.981224,752.653558033299,11271.880882238844,0.3788538,10519.227324205545,False,0.9065322875976562,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070612.wav,sb/spc,0.5829019546508789,50.90844,51.0,129.37621297630773,15025.935137196922,0.091561675,14896.558924220615,True,0.0,limpia,sb/spc,SPC
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sb/ppc,0.6016300916671753,1.894878,2.0508173,8754.096680345188,14646.045731348791,0.15593916,5891.949051003603,True,1.710777759552002,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sm/cc,0.4625813663005829,3.109585,3.3026524,1012.7829329933168,2950.5041721175758,0.19306746,1937.721239124259,False,inf,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sm/cc,0.183368518948555,3.46505,3.6586847,960.749288956416,2867.4436920933326,0.19363493,1906.6944031369167,False,inf,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sm/pc,0.22015312314033508,5.7396264,6.7093616,1304.0093862386816,4307.764195128602,0.96973515,3003.7548088899207,False,inf,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sb/spc,0.5635820031166077,6.794154,6.9841743,374.6838553052461,13950.02332484832,0.1900202,13575.339469543074,True,5.112422466278076,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sb/spc,0.5147616863250732,6.796417,6.9934797,347.9175140096216,14405.938689401417,0.19706225,14058.021175391796,True,5.103116989135742,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sm/cc,0.1626157909631729,9.248295,9.449679,976.4880260515433,2971.6000764941264,0.2013849,1995.112050442583,False,inf,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sb/spc,0.4359301030635834,9.255829,9.432854,119.2841945699804,14808.86861761077,0.17702508,14689.58442304079,True,2.663743019104004,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sb/spc,0.4898897707462311,9.265658,9.428473,153.23618227725962,14732.059779189121,0.16281483,14578.823596911861,True,2.668123245239258,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sb/spc,0.4297119081020355,10.529935,10.723772,59.24181781490421,14591.820292237568,0.19383717,14532.578474422664,True,1.3728246688842773,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sb/spc,0.3553807735443115,10.534027,10.70849,231.19287574524327,14304.183424559797,0.17446384,14072.990548814554,True,1.388106346130371,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sb/spc,0.16433066129684448,11.260753,11.390988,480.5415677497668,15679.023638638384,0.13023555,15198.482070888616,True,0.7056083679199219,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sb/spc,0.25075626373291016,11.260885,11.397388,349.9441035966108,16090.677387714122,0.13650298,15740.733284117512,True,0.6992082595825195,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sm/cc,0.15578705072402954,11.42398,11.604958,886.9769441124608,5597.789682749955,0.18097723,4710.8127386374945,False,inf,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sb/spc,0.4382582902908325,12.948162,13.083084,237.46451313303857,14635.93057785887,0.13492155,14398.466064725832,True,0.7017059326171875,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sb/spc,0.5711359977722168,12.9483185,13.087621,235.7221068847257,14985.306460222442,0.13930178,14749.584353337716,True,0.7018623352050781,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sb/spc,0.23297661542892456,17.91993,18.0,284.0860800995379,17285.542242888132,0.08007038,17001.456162788592,False,0.0,limpia,sb/spc,SPC
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sb/spc,0.15976251661777496,18.668617,18.845749,184.84405015428575,15328.461823440595,0.17713237,15143.617773286309,True,0.08817481994628906,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sb/spc,0.19454163312911987,18.669096,18.81913,151.25419146020576,14835.188235143507,0.15003419,14683.9340436833,True,0.11479377746582031,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sb/ppc,0.4396510124206543,19.069122,19.210964,7235.838774327797,12214.017058586862,0.14184201,4978.178284259065,True,1.2799148559570312,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sb/ppc,0.35676807165145874,19.07398,19.2009,7238.331546844845,12172.562234529478,0.12691891,4934.230687684632,True,1.2847728729248047,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sb/spc,0.35082048177719116,21.016672,21.231926,522.1683208732651,16311.191305888813,0.21525341,15789.022985015548,True,0.4479198455810547,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sb/ppc,0.26944196224212646,22.5,22.65034,6862.469722602012,13265.47736162191,0.15033989,6403.007639019898,True,0.0,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sb/spc,0.5480279922485352,27.65922,27.84015,198.37212928578646,16564.239639712803,0.18093109,16365.867510427017,True,0.15584564208984375,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sb/spc,0.4612250328063965,27.659887,27.839094,137.45902710682546,17132.96636820358,0.17920777,16995.507341096752,True,0.15651321411132812,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sb/spc,0.19370152056217194,29.44482,29.596186,148.9312083273229,19984.212907171222,0.15136528,19835.2816988439,True,0.49280548095703125,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sb/spc,0.2862159013748169,30.276432,30.41147,79.63220871532677,16222.224600825468,0.13503903,16142.59239211014,True,1.3244171142578125,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sb/spc,0.15283453464508057,30.28182,30.41435,119.9938283795127,18574.76603117689,0.13253045,18454.772202797376,True,1.3298053741455078,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sb/spc,0.5013546943664551,31.633875,31.848238,347.8475604063342,17782.34989085015,0.2143625,17434.502330443815,True,0.5633754730224609,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sb/spc,0.5369939208030701,31.638079,31.842651,290.7692077854773,17403.920162155333,0.20457172,17113.150954369856,True,0.5689620971679688,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sb/ppc,0.16083233058452606,33.51721,33.696953,8026.190912210123,14693.338066470102,0.17974484,6667.147154259978,True,0.8322525024414062,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sm/cc,0.1607675999403,33.55878,33.642002,1017.4131070332986,5503.013430564642,0.08322224,4485.600323531343,True,inf,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sm/cc,0.26178523898124695,33.858093,33.952324,201.65391126821046,3734.934181670854,0.09423101,3533.2802704026435,True,inf,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sb/spc,0.3379364013671875,36.973824,37.114132,239.1854704966656,17318.259545192446,0.140311,17079.07407469578,True,0.5639152526855469,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sb/spc,0.5538946390151978,36.97386,37.10906,242.29344290835817,16582.505063739798,0.13519782,16340.21162083144,True,0.5689888000488281,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sb/ppc,0.27376261353492737,36.974617,37.146755,8013.085654405643,15729.060621991517,0.17213774,7715.974967585874,False,2.3227996826171875,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sb/spc,0.21019861102104187,37.44144,37.618454,293.19363786610734,16754.142842877613,0.17701435,16460.949205011504,True,0.05959320068359375,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sb/spc,0.16991035640239716,37.5,37.597443,581.700277083568,17628.93249535454,0.097444385,17047.232218270972,True,0.08060455322265625,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sm/cc,0.1690744310617447,37.686913,37.75671,439.63153751139373,3312.3615972814805,0.06979895,2872.730059770087,True,inf,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sm/cc,0.2794906497001648,37.688354,37.76648,431.31958026707974,3193.316027766666,0.07812345,2761.9964474995863,True,inf,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sm/cc,0.38046327233314514,39.243942,39.386875,1023.0695079282814,3340.179198711847,0.14293528,2317.109690783566,True,inf,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sm/cc,0.15356864035129547,39.251793,39.378265,1057.947902505268,4017.4026950297493,0.12647009,2959.4547925244815,True,inf,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sm/cc,0.1505526900291443,39.598553,39.76936,976.832509021944,4213.787913052189,0.17080736,3236.9554040302446,True,inf,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sm/cc,0.14465738832950592,40.092472,40.24942,979.7961228297389,4792.025670548692,0.15694821,3812.2295477189527,True,inf,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sm/cc,0.3113161325454712,40.58908,40.736946,971.4746603508497,5610.228336897192,0.14786339,4638.753676546343,True,inf,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070704.wav,sm/cc,0.11080310493707657,40.59352,40.734913,979.9495868230283,5496.69437311318,0.14139125,4516.744786290152,True,inf,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070813.wav,sb/sc,0.5521610379219055,6.2955956,6.7865596,2700.144953160782,17960.099770439218,0.49096423,15259.954817278436,True,inf,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070813.wav,sb/sc,0.3584651052951813,7.602243,7.9968696,2832.6370067986572,15554.242982716187,0.39462662,12721.60597591753,True,inf,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070813.wav,sb/ppc,0.2257193773984909,9.860779,10.33159,7081.669370273471,11972.655033804025,0.47081065,4890.985663530554,True,0.7392187118530273,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070813.wav,sb/pcc,0.1883208453655243,9.880296,10.5,6010.206225832421,12871.675185032638,0.61970437,6861.468959200217,True,inf,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070813.wav,sb/ppc,0.21833911538124084,12.604698,12.776394,7594.993126099551,12130.439279698747,0.1716958,4535.446153599196,True,3.483138084411621,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070813.wav,sb/ppc,0.12565627694129944,13.792848,13.965189,7595.613348968917,13302.698185883613,0.17234185,5707.084836914696,True,4.671287536621094,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070813.wav,sb/ppc,0.40169331431388855,14.532616,14.770337,7537.907185592479,13705.44704745097,0.23772097,6167.539861858491,True,5.411055564880371,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070813.wav,sb/ppc,0.31853339076042175,14.533403,14.757579,7556.002250086025,13695.18898639655,0.22417581,6139.186736310525,True,5.411843299865723,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070813.wav,sb/pcc,0.4342033565044403,20.51326,21.137272,5439.606019914451,9994.261003273416,0.6240134,4554.654983358964,True,inf,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070813.wav,sb/ppc,0.32748615741729736,20.53482,20.659752,5805.346642073194,10537.908787250384,0.12493193,4732.56214517719,True,3.910947799682617,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070813.wav,sb/ppc,0.20248432457447052,20.783928,20.908201,5842.1757302790165,9177.121269208159,0.12427372,3334.9455389291425,True,3.6624984741210938,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070813.wav,sb/ppc,0.23502744734287262,23.70898,23.805977,6731.312774385616,8967.894553725162,0.09699601,2236.5817793395463,True,0.7647228240966797,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070813.wav,sb/ppc,0.186772882938385,23.709755,23.79949,6808.274788423984,8981.857195565017,0.08973491,2173.5824071410325,True,0.771209716796875,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070813.wav,sb/ppc,0.16947445273399353,24.795635,25.100908,7130.69439600757,9336.51421357069,0.30527258,2205.8198175631205,True,0.0954437255859375,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070813.wav,sb/ppc,0.17569561302661896,24.796164,25.102041,7145.414503934924,9311.758598556304,0.3058784,2166.3440946213796,True,0.09597206115722656,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070813.wav,sb/ppc,0.13772279024124146,28.2084,28.336905,6318.1791903002295,11275.132256289404,0.12850499,4956.953065989174,True,1.0407238006591797,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070813.wav,sb/ppc,0.11233536154031754,28.220907,28.317331,7333.604720652937,11216.424187032342,0.09642309,3882.8194663794047,True,1.0602970123291016,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070813.wav,sb/spc,0.20279859006404877,33.399952,33.4898,375.4510041340117,13938.845368441216,0.089846134,13563.394364307205,True,0.5307159423828125,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070813.wav,sb/ppc,0.11139941960573196,35.774864,35.907787,8284.800008352498,12563.819417459317,0.1329217,4279.019409106819,True,1.0660934448242188,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070813.wav,sb/ppc,0.2459612339735031,37.961727,38.10416,8979.220517052998,12975.822963230206,0.14243317,3996.6024461772085,True,0.8076820373535156,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070813.wav,sb/ppc,0.18960636854171753,37.963932,38.10479,8936.628395756921,13003.39115392882,0.14085817,4066.762758171899,True,0.8098869323730469,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070813.wav,sb/spc,0.12189016491174698,39.81455,39.95071,384.68892180861536,14179.20342618017,0.13616359,13794.514504371553,True,0.4240455627441406,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070813.wav,sb/spc,0.12354375422000885,43.54028,43.6574,371.2677175222655,21045.00198947502,0.117117494,20673.73427195275,True,3.0135116577148438,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070813.wav,sb/ppc,0.30646806955337524,43.714287,43.83279,10744.894754126673,13850.493310833313,0.11850384,3105.59855670664,True,0.5224075317382812,sin fila,,
train,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070813.wav,sb/pcc,0.11755797266960144,49.029823,50.234795,4579.194159178387,13884.006018693031,1.2049742,9304.811859514644,False,inf,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070950.wav,sm/cc,0.12533527612686157,6.0330424,6.1911373,856.0025381311044,4335.818056247147,0.15809476,3479.8155181160428,True,inf,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070950.wav,sb/ppc,0.34821969270706177,8.510017,8.683905,8645.910081884913,13711.280362155085,0.1738869,5065.370280270172,True,4.384392738342285,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070950.wav,sb/ppc,0.11807450652122498,11.287348,11.458687,8817.981706935852,10861.466225667098,0.17133951,2043.4845187312458,True,7.1617231369018555,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070950.wav,sb/ppc,0.45142117142677307,13.227621,13.417093,8496.290921050526,11803.638978597895,0.18947303,3307.3480575473695,True,9.101996421813965,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070950.wav,sm/cc,0.15120525658130646,31.444008,31.5,188.76311282082472,5038.16533120643,0.05599308,4849.402218385605,False,inf,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070950.wav,sb/spc,0.12917834520339966,38.83224,39.0,414.9597677306885,16975.239327854815,0.1677593,16560.279560124127,True,32.49208068847656,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070950.wav,sb/spc,0.20097006857395172,40.150936,40.506805,316.6047442088617,13681.023706541346,0.35586905,13364.418962332484,False,30.985275268554688,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070950.wav,sb/spc,0.23986731469631195,41.75701,42.0,149.82823594500582,15545.521230589813,0.24298775,15395.692994644807,True,29.492080688476562,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070950.wav,sb/pcc,0.24844175577163696,42.320557,42.847546,6450.067895454854,9808.709103012872,0.5269879,3358.6412075580183,True,0.4255409240722656,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070950.wav,sb/spc,0.1832234114408493,43.049236,43.247643,158.06454168123514,14071.7977946154,0.19840515,13913.733252934166,True,28.24443817138672,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070950.wav,sb/spc,0.25748491287231445,43.85715,44.000904,336.99455631833047,15409.867069866687,0.1437546,15072.872513548356,True,27.49117660522461,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070950.wav,sb/spc,0.26568710803985596,44.477604,44.627323,354.94062729485995,13756.26508974307,0.14972055,13401.32446244821,True,26.864757537841797,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070950.wav,sb/spc,0.1136401891708374,48.578438,48.70778,290.3232133816845,16386.160038902206,0.12934399,16095.836825520522,True,22.7843017578125,sin fila,,
val,/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240420_070950.wav,sb/spc,0.2175443321466446,48.57957,48.711407,312.36647068977,16623.86155070898,0.13183343,16311.495080019211,True,22.78067398071289,sin fila,,
